SCHOOL NO.,ENGLISH CATEGORY,ENGLISH NAME,ENGLISH ADDRESS,LONGITUDE,LATITUDE,EASTING,NORTHING,STUDENTS GENDER,SESSION,DISTRICT,FINANCE TYPE,SCHOOL LEVEL,TELEPHONE,FAX NUMBER,WEBSITE,RELIGION
133850000112,Kindergartens,YAU YAT CHUEN SCHOOL,2 MARIGOLD ROAD YAU YAT CHUEN KOWLOON & NEW BLOCK,,,,,CO-ED,P.M.,SHAM SHUI PO,PRIVATE,KINDERGARTEN,23812949,23805111,http://www.yycskg.edu.hk,NOT APPLICABLE
555576000111,Kindergartens,SUN ISLAND KINDERGARTEN (TUNG CHUNG BRANCH),SHOP K01 G/F COASTAL SKYLINE NO 12 TUNG CHUNG WATERFRONT ROAD TUNG CHUNG NEW TERRITORIES,113.94455469,22.29182147,812327.5,817008.5,CO-ED,A.M.,ISLANDS,PRIVATE,KINDERGARTEN,24201068,28343322,http://www.sunisland.edu.hk,NOT APPLICABLE
543004000113,Kindergartens,TUNG CHUNG CATHOLIC KINDERGARTEN,2/F CAR PARK NO 2 YAT TUNG ESTATE TUNG CHUNG LANTAU ISLAND NEW TERRITORIES,113.93533259,22.28074737,811375.2,815783.7,CO-ED,WHOLE DAY,ISLANDS,PRIVATE,KINDERGARTEN,31417355,31417033,http://www.tungchungckg.edu.hk,CATHOLICISM
555436000112,Kindergartens,SUN ISLAND KINDERGARTEN (METRO HARBOUR BRANCH),KINDERGARTEN AREA ON G/F METRO HARBOUR PLAZA TAI KOK TSUI KOWLOON (KIL 11127),114.16057259,22.32451692,834588.5,820610.7,CO-ED,P.M.,YAU TSIM MONG,PRIVATE,KINDERGARTEN,25536556,28343322,http://www.sunisland.edu.hk,NOT APPLICABLE
542830000111,Kindergartens,KWUN TONG BAPTIST CHURCH CHOI MING KINDERGARTEN,G/F CHOI YIU HOUSE CHOI MING COURT TSEUNG KWAN O NEW TERRITORIES,114.25384363,22.30698731,844198.8,818671.5,CO-ED,A.M.,SAI KUNG,PRIVATE,KINDERGARTEN,23457744,31439016,http://www.choiming.edu.hk,PROTESTANTISM / CHRISTIANITY
525731000112,Kindergartens,SUN ISLAND ENGLISH KINDERGARTEN (SAI KUNG BRANCH),"TOWER 11, G/F., LAKESIDE GARDEN, 1 CHUI TONG ROAD, SAI KUNG, NEW TERRITORIES",114.26844875,22.37962516,845698.8,826715.9,CO-ED,P.M.,SAI KUNG,PRIVATE,KINDERGARTEN,23391145,28343322,http://www.sunisland.edu.hk,NOT APPLICABLE
555436000111,Kindergartens,SUN ISLAND KINDERGARTEN (METRO HARBOUR BRANCH),KINDERGARTEN AREA ON G/F METRO HARBOUR PLAZA TAI KOK TSUI KOWLOON (KIL 11127),114.16057939,22.32449795,834589.2,820608.6,CO-ED,A.M.,YAU TSIM MONG,PRIVATE,KINDERGARTEN,25536556,28343322,http://www.sunisland.edu.hk,NOT APPLICABLE
541389000111,Kindergartens,TRUTH BAPTIST CHURCH EMPOWER KINDERGARTEN,NO. 1 1/F ANCILLARY FACILITIES BLOCK FU TAI ESTATE 9 TUEN KWAI ROAD TUEN MUN NEW TERRITORIES,113.98265662,22.41296177,816271.2,830417.5,CO-ED,A.M.,TUEN MUN,PRIVATE,KINDERGARTEN,26356996,26356776,http://www.truthbaptist.org.hk,PROTESTANTISM / CHRISTIANITY
542830000112,Kindergartens,KWUN TONG BAPTIST CHURCH CHOI MING KINDERGARTEN,G/F CHOI YIU HOUSE CHOI MING COURT TSEUNG KWAN O NEW TERRITORIES,114.25382326,22.30699726,844196.7,818672.6,CO-ED,P.M.,SAI KUNG,PRIVATE,KINDERGARTEN,23457744,31439016,http://www.choiming.edu.hk,PROTESTANTISM / CHRISTIANITY
541389000113,Kindergartens,TRUTH BAPTIST CHURCH EMPOWER KINDERGARTEN,NO. 1 1/F ANCILLARY FACILITIES BLOCK FU TAI ESTATE 9 TUEN KWAI ROAD TUEN MUN NEW TERRITORIES,113.98266634,22.41296178,816272.2,830417.5,CO-ED,WHOLE DAY,TUEN MUN,PRIVATE,KINDERGARTEN,26356996,26356776,http://www.truthbaptist.org.hk,PROTESTANTISM / CHRISTIANITY
542830000113,Kindergartens,KWUN TONG BAPTIST CHURCH CHOI MING KINDERGARTEN,G/F CHOI YIU HOUSE CHOI MING COURT TSEUNG KWAN O NEW TERRITORIES,114.25381258,22.30699726,844195.6,818672.6,CO-ED,WHOLE DAY,SAI KUNG,PRIVATE,KINDERGARTEN,23457744,31439016,http://www.choiming.edu.hk,PROTESTANTISM / CHRISTIANITY
541389000112,Kindergartens,TRUTH BAPTIST CHURCH EMPOWER KINDERGARTEN,NO. 1 1/F ANCILLARY FACILITIES BLOCK FU TAI ESTATE 9 TUEN KWAI ROAD TUEN MUN NEW TERRITORIES,113.98264596,22.41295183,816270.1,830416.4,CO-ED,P.M.,TUEN MUN,PRIVATE,KINDERGARTEN,26356996,26356776,http://www.truthbaptist.org.hk,PROTESTANTISM / CHRISTIANITY
539554000113,Kindergartens,THE BAPTIST CONVENTION OF HONG KONG PO TIN KINDERGARTEN,NO. 202 2/F PO TIN SHOPPING CENTRE TUEN MUN NEW TERRITORIES,113.96652882,22.40931677,814610.1,830016.1,CO-ED,WHOLE DAY,TUEN MUN,PRIVATE,KINDERGARTEN,24555378,24555380,http://www.potinkg.com,PROTESTANTISM / CHRISTIANITY
539554000112,Kindergartens,THE BAPTIST CONVENTION OF HONG KONG PO TIN KINDERGARTEN,NO. 202 2/F PO TIN SHOPPING CENTRE TUEN MUN NEW TERRITORIES,113.96653951,22.40931678,814611.2,830016.1,CO-ED,P.M.,TUEN MUN,PRIVATE,KINDERGARTEN,24555378,24555380,http://www.potinkg.com,PROTESTANTISM / CHRISTIANITY
534153000111,Kindergartens,TSING YI TRADE ASSOCIATION TSEUNG KWAN O KINDERGARTEN,G/F BLOCK A WO YAT HOUSE WO MING COURT TSEUNG KWAN O NEW TERRITORIES,114.26650344,22.31531695,845502.7,819594.6,CO-ED,A.M.,SAI KUNG,PRIVATE,KINDERGARTEN,22710099,22719977,http://www.tsingyitko.edu.hk,NOT APPLICABLE
524026000111,Kindergartens,CHRISTIAN AND MISSIONARY ALLIANCE CHURCH VERBENA KINDERGARTEN,PODIUM 1 BLOCK 7 VERBENA HEIGHTS 8 MAU TAI ROAD TSEUNG KWAN O N T,114.25619254,22.32121027,844440.0,820246.6,CO-ED,A.M.,SAI KUNG,PRIVATE,KINDERGARTEN,29970820,29971723,http://www.cmvkg.edu.hk,PROTESTANTISM / CHRISTIANITY
525758000111,Kindergartens,HO CHING KINDERGARTEN (SPONSORED BY SIK SIK YUEN),G/F KWONG NING HOUSE (BLOCK F) KWONG MING COURT TSEUNG KWAN O NEW TERRITORIES,114.26011263,22.31268072,844844.4,819302.3,CO-ED,A.M.,SAI KUNG,PRIVATE,KINDERGARTEN,21782244,21781121,http://www.siksikyuen.org.hk,"CONFUCIANISM,BUDDHISM & TAOISM"
524026000112,Kindergartens,CHRISTIAN AND MISSIONARY ALLIANCE CHURCH VERBENA KINDERGARTEN,PODIUM 1 BLOCK 7 VERBENA HEIGHTS 8 MAU TAI ROAD TSEUNG KWAN O N T,114.25619257,22.3212491,844440.0,820250.9,CO-ED,P.M.,SAI KUNG,PRIVATE,KINDERGARTEN,29970820,29971723,http://www.cmvkg.edu.hk,PROTESTANTISM / CHRISTIANITY
534153000113,Kindergartens,TSING YI TRADE ASSOCIATION TSEUNG KWAN O KINDERGARTEN,G/F BLOCK A WO YAT HOUSE WO MING COURT TSEUNG KWAN O NEW TERRITORIES,114.26649083,22.31533773,845501.4,819596.9,CO-ED,WHOLE DAY,SAI KUNG,PRIVATE,KINDERGARTEN,22710099,22719977,http://www.tsingyitko.edu.hk,NOT APPLICABLE
534153000112,Kindergartens,TSING YI TRADE ASSOCIATION TSEUNG KWAN O KINDERGARTEN,G/F BLOCK A WO YAT HOUSE WO MING COURT TSEUNG KWAN O NEW TERRITORIES,114.26649568,22.31533231,845501.9,819596.3,CO-ED,P.M.,SAI KUNG,PRIVATE,KINDERGARTEN,22710099,22719977,http://www.tsingyitko.edu.hk,NOT APPLICABLE
325600000111,Kindergartens,S.K.H. HOLY TRINITY CHURCH TSANG SHIU TIM KINDERGARTEN,G-2/F 135 MA TAU CHUNG ROAD KOWLOON,114.18875208,22.32564792,837491.7,820735.9,CO-ED,A.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,27138109,27604605,http://www.tstkg.edu.hk,PROTESTANTISM / CHRISTIANITY
525758000112,Kindergartens,HO CHING KINDERGARTEN (SPONSORED BY SIK SIK YUEN),G/F KWONG NING HOUSE (BLOCK F) KWONG MING COURT TSEUNG KWAN O NEW TERRITORIES,114.26008642,22.31268615,844841.7,819302.9,CO-ED,P.M.,SAI KUNG,PRIVATE,KINDERGARTEN,21782244,21781121,http://www.siksikyuen.org.hk,"CONFUCIANISM,BUDDHISM & TAOISM"
312134000213,Kindergartens,ST. PETER'S CATHOLIC KINDERGARTEN,UNIT 3 G/F PIK FAI HOUSE SHEK PAI WAN ESTATE HONG KONG,114.15751368,22.25009516,834272.3,812369.7,CO-ED,WHOLE DAY,SOUTHERN,PRIVATE,KINDERGARTEN,25537823,28733283,http://www.sppkg.edu.hk,CATHOLICISM
536040000111,Kindergartens,ST. JAMES LUTHERAN KINDERGARTEN,G/F CHEUK WAH HOUSE HING WAH(I) ESTATE CHAI WAN HONG KONG,114.23509619,22.26227816,842269.0,813719.8,CO-ED,A.M.,EASTERN,PRIVATE,KINDERGARTEN,28982128,28964198,http://www.sjlk.edu.hk,PROTESTANTISM / CHRISTIANITY
325600000112,Kindergartens,S.K.H. HOLY TRINITY CHURCH TSANG SHIU TIM KINDERGARTEN,G-2/F 135 MA TAU CHUNG ROAD KOWLOON,114.18875208,22.32564792,837491.7,820735.9,CO-ED,P.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,27138109,27604605,http://www.tstkg.edu.hk,PROTESTANTISM / CHRISTIANITY
324060000111,Kindergartens,TAI TUNG SUN CHUEN ST TERESA KINDERGARTEN,54 TAI TSUN STREET COSMOPOLITAN ESTATES TAI WING BUILDING 1/F UNIT C2 & 60 TAI TSUN STREET G/F EAST TAI KOK TSUI KOWLOON (EXCLUDING CLASSROOM 9),114.16062334,22.32211479,834593.7,820344.7,CO-ED,A.M.,YAU TSIM MONG,PRIVATE,KINDERGARTEN,23967373,31523676,http://www.stteresakg.edu.hk,CATHOLICISM
214868000112,Kindergartens,ST. NICHOLAS' ENGLISH KINDERGARTEN,57 CUMBERLAND ROAD KOWLOON,,,,,CO-ED,P.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,23373888,23388577,http://www.stnicholas.edu.hk,NOT APPLICABLE
325252000113,Kindergartens,SHENG KUNG HUI SHAM SHUI PO KEI OI CHURCH KINDERGARTEN,BLOCK 1 HIGH BLOCK CHUNG HOU HOUSE LI CHENG UK ESTATE KOWLOON,114.15959631,22.33887183,834488.1,822200.3,CO-ED,WHOLE DAY,SHAM SHUI PO,PRIVATE,KINDERGARTEN,23612184,23618758,http://www.skhkock.edu.hk,PROTESTANTISM / CHRISTIANITY
214868000111,Kindergartens,ST. NICHOLAS' ENGLISH KINDERGARTEN,57 CUMBERLAND ROAD KOWLOON,,,,,CO-ED,A.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,23373888,23388577,http://www.stnicholas.edu.hk,NOT APPLICABLE
215643000111,Kindergartens,S.K.H. GOOD SHEPHERD KINDERGARTEN,G/F 2 KIANG HSI STREET KOWLOON,114.1869857,22.31466684,837309.8,819519.9,CO-ED,A.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,23625088,23624368,http://www.gskg.edu.hk,PROTESTANTISM / CHRISTIANITY
159166000113,Kindergartens,TAI PO BAPTIST KINDERGARTEN WAN TAU TONG ESTATE BRANCH,G/F WAN HANG HOUSE WAN TAU TONG ESTATE TAI PO NT,114.16581158,22.4416595,835129.2,833582.5,CO-ED,WHOLE DAY,TAI PO,PRIVATE,KINDERGARTEN,26380018,26537267,http://www.wtt-baptistkg.edu.hk,PROTESTANTISM / CHRISTIANITY
156841000112,Kindergartens,ST. STEPHEN'S CATHOLIC KINDERGARTEN,G/F 14 WING FONG ROAD HA KWAI CHUNG NT,,,,,CO-ED,P.M.,KWAI TSING,PRIVATE,KINDERGARTEN,24872723,26121011,http://www.stepckg.edu.hk,CATHOLICISM
215120000112,Kindergartens,ST. CATHERINE'S INTERNATIONAL KINDERGARTEN,4 & 6 NORFOLK ROAD KOWLOON TONG KOWLOON,114.17759168,22.32814893,836341.9,821012.8,CO-ED,P.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,"23377344,23377680",23373704,N.A.,NOT APPLICABLE
157791000113,Kindergartens,CHINESE CHRISTIAN WORKER'S FELLOWSHIP LTD. CHOI PO KINDERGARTEN,G/F CAR PARK BUILDING CHOI PO COURT SHEUNG SHUI NEW TERRITORIES,114.12431118,22.50163321,830859.5,840224.7,CO-ED,WHOLE DAY,NORTH,PRIVATE,KINDERGARTEN,26735088,26738280,http://www.choipokg.edu.hk,PROTESTANTISM / CHRISTIANITY
215643000112,Kindergartens,S.K.H. GOOD SHEPHERD KINDERGARTEN,G/F 2 KIANG HSI STREET KOWLOON,114.18700122,22.31464968,837311.4,819518.0,CO-ED,P.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,23625088,23624368,http://www.gskg.edu.hk,PROTESTANTISM / CHRISTIANITY
215120000212,Kindergartens,ST. CATHERINE'S INTERNATIONAL KINDERGARTEN,1 ESSEX CRESCENT KOWLOON TONG KOWLOON,,,,,CO-ED,P.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,23377273,23373704,N.A.,NOT APPLICABLE
324850000113,Kindergartens,HO YAN KINDERGARTEN (SPONSORED BY SIK SIK YUEN),UNITS 21 - 40 G/F LEI TIM HOUSE APLEICHAU ESTATE HONG KONG,114.15118658,22.24471833,833620.0,811774.4,CO-ED,WHOLE DAY,SOUTHERN,PRIVATE,KINDERGARTEN,25552191,25521815,N.A.,"CONFUCIANISM,BUDDHISM & TAOISM"
159000000112,Kindergartens,HONG KONG SHENG KUNG HUI THE CHURCH OF THE EPIPHANY KINDERGARTEN,BROADVIEW GARDEN 1 TSING LUK STREET TSING YI NEW TERRITORIES,114.10404089,22.3565906,828766.0,824164.1,CO-ED,P.M.,KWAI TSING,PRIVATE,KINDERGARTEN,24356666,24356030,http://www.coekg.edu.hk,PROTESTANTISM / CHRISTIANITY
156841000111,Kindergartens,ST. STEPHEN'S CATHOLIC KINDERGARTEN,G/F 14 WING FONG ROAD HA KWAI CHUNG NT,,,,,CO-ED,A.M.,KWAI TSING,PRIVATE,KINDERGARTEN,24872723,26121011,http://www.stepckg.edu.hk,CATHOLICISM
159000000113,Kindergartens,HONG KONG SHENG KUNG HUI THE CHURCH OF THE EPIPHANY KINDERGARTEN,BROADVIEW GARDEN 1 TSING LUK STREET TSING YI NEW TERRITORIES,114.10404575,22.35658609,828766.5,824163.6,CO-ED,WHOLE DAY,KWAI TSING,PRIVATE,KINDERGARTEN,24356666,24356030,http://www.coekg.edu.hk,PROTESTANTISM / CHRISTIANITY
531910000112,Kindergartens,CANNAN KINDERGARTEN (KOWLOON TONG),PORTION OF G/F & 1/F 9 & 11 CUMBERLAND ROAD KOWLOON TONG KOWLOON,114.17641621,22.32804689,836220.8,821001.5,CO-ED,P.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,23383262,23362973,http://www.cannan.edu.hk,NOT APPLICABLE
542598000211,Kindergartens,INTERNATIONAL CHRISTIAN SCHOOL - KINDERGARTEN,G/F KAM HO HOUSE (BLOCK H) KAM FUNG COURT MA ON SHAN SHATIN NEW TERRITORIES,114.22514801,22.42082298,841238.0,831275.9,CO-ED,A.M.,SHA TIN,PRIVATE,KINDERGARTEN,31561234,31561235,http://www.ics.edu.hk,PROTESTANTISM / CHRISTIANITY
542598000212,Kindergartens,INTERNATIONAL CHRISTIAN SCHOOL - KINDERGARTEN,G/F KAM HO HOUSE (BLOCK H) KAM FUNG COURT MA ON SHAN SHATIN NEW TERRITORIES,114.22514315,22.42082117,841237.5,831275.7,CO-ED,P.M.,SHA TIN,PRIVATE,KINDERGARTEN,31561234,31561235,http://www.ics.edu.hk,PROTESTANTISM / CHRISTIANITY
518077000113,Kindergartens,TSUEN WAN TRADE ASSOCIATION YAU KIN FUNG KINDERGARTEN,WING B AND C G/F YIU YAM HOUSE AND WING B G/F TAK YAM HOUSE ON YAM ESTATE TSUEN WAN NEW TERRITORIES,114.14252485,22.37134389,832730.3,825796.4,CO-ED,WHOLE DAY,KWAI TSING,PRIVATE,KINDERGARTEN,24226828,24297066,N.A.,NOT APPLICABLE
159000000111,Kindergartens,HONG KONG SHENG KUNG HUI THE CHURCH OF THE EPIPHANY KINDERGARTEN,BROADVIEW GARDEN 1 TSING LUK STREET TSING YI NEW TERRITORIES,114.10404091,22.35656622,828766.0,824161.4,CO-ED,A.M.,KWAI TSING,PRIVATE,KINDERGARTEN,24356666,24356030,http://www.coekg.edu.hk,PROTESTANTISM / CHRISTIANITY
590029000113,Kindergartens,LA PETITE ENFANCE KINDERGARTEN,"UNIT 5 & UNIT 6 & UNIT 8, LG/F., OFFICE BLOCK ONE, 92 SIENA AVENUE, DISCOVERY BAY, LANTAU ISLAND, NEW TERRITORIES",114.01638662,22.3080921,819731.7,818800.6,CO-ED,WHOLE DAY,ISLANDS,PRIVATE,KINDERGARTEN,81910813,N.A.,N.A.,NOT APPLICABLE
590029000112,Kindergartens,LA PETITE ENFANCE KINDERGARTEN,"UNIT 5 & UNIT 6 & UNIT 8, LG/F., OFFICE BLOCK ONE, 92 SIENA AVENUE, DISCOVERY BAY, LANTAU ISLAND, NEW TERRITORIES",114.01639629,22.30812823,819732.7,818804.6,CO-ED,P.M.,ISLANDS,PRIVATE,KINDERGARTEN,81910813,N.A.,N.A.,NOT APPLICABLE
564770000111,Kindergartens,LEAPFROG KINDERGARTEN,"NO. 11 PAK TAM CHUNG VILLAGE, SAI KUNG, NEW TERRITORIES",,,,,CO-ED,A.M.,SAI KUNG,PRIVATE,KINDERGARTEN,27911540,27923458,http://www.leapfrogkindergarten.org,NOT APPLICABLE
579149000112,Kindergartens,ESF INTERNATIONAL KINDERGARTEN (HILLSIDE),43B STUBBS ROAD HONG KONG (EXCLUDING 3/F),114.17996937,22.26596586,836588.0,814127.1,CO-ED,P.M.,WAN CHAI,PRIVATE,KINDERGARTEN,25400066,25170923,N.A.,NOT APPLICABLE
531910000111,Kindergartens,CANNAN KINDERGARTEN (KOWLOON TONG),PORTION OF G/F & 1/F 9 & 11 CUMBERLAND ROAD KOWLOON TONG KOWLOON,114.17648416,22.32810378,836227.8,821007.8,CO-ED,A.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,23383262,23362973,http://www.cannan.edu.hk,NOT APPLICABLE
565628000112,Kindergartens,CASTAR KINDERGARTEN (LEI MUK SHUE),G/F CHUI SHUE HOUSE LEI MUK SHUE ESTATE KWAI CHUNG NEW TERRITORIES,114.13596704,22.37789311,832055.1,826521.8,CO-ED,P.M.,TSUEN WAN,PRIVATE,KINDERGARTEN,34469178,34469179,http://www.castar.edu.hk,NOT APPLICABLE
231371000112,Kindergartens,SAI KUNG PRE-SCHOOL GROUP,"159, CHE KENG TUK VILLAGE SAI KUNG NEW TERRITORIES",,,,,CO-ED,P.M.,SAI KUNG,PRIVATE,KINDERGARTEN,27917354,27921844,http://www.skip.edu.hk,NOT APPLICABLE
565628000111,Kindergartens,CASTAR KINDERGARTEN (LEI MUK SHUE),G/F CHUI SHUE HOUSE LEI MUK SHUE ESTATE KWAI CHUNG NEW TERRITORIES,114.13594081,22.37792561,832052.4,826525.4,CO-ED,A.M.,TSUEN WAN,PRIVATE,KINDERGARTEN,34469178,34469179,http://www.castar.edu.hk,NOT APPLICABLE
579149000111,Kindergartens,ESF INTERNATIONAL KINDERGARTEN (HILLSIDE),43B STUBBS ROAD HONG KONG (EXCLUDING 3/F),114.17996937,22.26596586,836588.2,814126.7,CO-ED,A.M.,WAN CHAI,PRIVATE,KINDERGARTEN,25400066,25170923,http://www.esf.edu.hk/our-schools/kindergarten/hillside,NOT APPLICABLE
564770000112,Kindergartens,LEAPFROG KINDERGARTEN,"NO. 11 PAK TAM CHUNG VILLAGE, SAI KUNG, NEW TERRITORIES",,,,,CO-ED,P.M.,SAI KUNG,PRIVATE,KINDERGARTEN,27911540,27923458,http://www.leapfrogkindergarten.org,NOT APPLICABLE
549240000111,Kindergartens,ESF ABACUS INTERNATIONAL KINDERGARTEN,MANG KUNG UK VILLAGE CLEAR WATER BAY ROAD SAI KUNG NEW TERRITORIES,114.27498583,22.31617266,846376.6,819689.9,CO-ED,A.M.,SAI KUNG,PRIVATE,KINDERGARTEN,27195712,27196690,http://abacus.lg.esf.edu.hk,NOT APPLICABLE
231371000111,Kindergartens,SAI KUNG PRE-SCHOOL GROUP,"159, CHE KENG TUK VILLAGE SAI KUNG NEW TERRITORIES",,,,,CO-ED,A.M.,SAI KUNG,PRIVATE,KINDERGARTEN,27917354,27921844,http://www.skip.edu.hk,NOT APPLICABLE
541230000113,Kindergartens,CHINESE Y.M.C.A. KINDERGARTEN,KINDERGARTEN AT 2/F ANCILLARY FACILITIES BLOCK TIN YUET ESTATE TIN SHUI WAI NEW TERRITORIES,114.00055833,22.46235437,818120.8,835884.8,CO-ED,WHOLE DAY,YUEN LONG,PRIVATE,KINDERGARTEN,24452320,24452606,http://www.ymca.org.hk,PROTESTANTISM / CHRISTIANITY
541230000112,Kindergartens,CHINESE Y.M.C.A. KINDERGARTEN,KINDERGARTEN AT 2/F ANCILLARY FACILITIES BLOCK TIN YUET ESTATE TIN SHUI WAI NEW TERRITORIES,114.00055832,22.46235889,818120.8,835885.3,CO-ED,P.M.,YUEN LONG,PRIVATE,KINDERGARTEN,24452320,24452606,http://www.ymca.org.hk,PROTESTANTISM / CHRISTIANITY
541230000111,Kindergartens,CHINESE Y.M.C.A. KINDERGARTEN,KINDERGARTEN AT 2/F ANCILLARY FACILITIES BLOCK TIN YUET ESTATE TIN SHUI WAI NEW TERRITORIES,114.000569,22.46236883,818121.9,835886.4,CO-ED,A.M.,YUEN LONG,PRIVATE,KINDERGARTEN,24452320,24452606,http://www.ymca.org.hk,PROTESTANTISM / CHRISTIANITY
325198000111,Kindergartens,THE SALVATION ARMY CHAN KWAN TUNG KINDERGARTEN,G/F & 1/F THE SALVATION ARMY HEADQUARTERS 11 WING SING LANE YAUMATEI KOWLOON,114.17148786,22.31108463,835713.0,819123.2,CO-ED,A.M.,YAU TSIM MONG,PRIVATE,KINDERGARTEN,23847831,23885310,http://www.salvationarmy.org.hk/esd/cktkg,PROTESTANTISM / CHRISTIANITY
526665000113,Kindergartens,S.K.H. CROWN OF THORNS CHURCH KWAI CHUNG KINDERGARTEN,UNIT 4 G/F CHUN KWAI HOUSE KWAI CHUNG ESTATE KWAI CHUNG NEW TERRITORIES,114.13059827,22.36641476,831501.8,825250.9,CO-ED,WHOLE DAY,KWAI TSING,PRIVATE,KINDERGARTEN,24240321,24813434,http://skhcotkg.edu.hk/kc,PROTESTANTISM / CHRISTIANITY
526665000111,Kindergartens,S.K.H. CROWN OF THORNS CHURCH KWAI CHUNG KINDERGARTEN,UNIT 4 G/F CHUN KWAI HOUSE KWAI CHUNG ESTATE KWAI CHUNG NEW TERRITORIES,114.13061478,22.36639851,831503.5,825249.1,CO-ED,A.M.,KWAI TSING,PRIVATE,KINDERGARTEN,24240321,24813434,http://skhcotkg.edu.hk/kc,PROTESTANTISM / CHRISTIANITY
526665000112,Kindergartens,S.K.H. CROWN OF THORNS CHURCH KWAI CHUNG KINDERGARTEN,UNIT 4 G/F CHUN KWAI HOUSE KWAI CHUNG ESTATE KWAI CHUNG NEW TERRITORIES,114.13059341,22.36642921,831501.3,825252.5,CO-ED,P.M.,KWAI TSING,PRIVATE,KINDERGARTEN,24240321,24813434,http://skhcotkg.edu.hk/kc,PROTESTANTISM / CHRISTIANITY
540560000112,Kindergartens,TSING YI TRADE ASSOCIATION TIN SHUI WAI KINDERGARTEN,KINDERGARTEN NO 3 AT 3/F ANCILLARY FACILITIES BLOCK TIN YUET ESTATE TIN SHUI WAI NEW TERRITORIES,114.00057383,22.4623878,818122.4,835888.5,CO-ED,P.M.,YUEN LONG,PRIVATE,KINDERGARTEN,21499333,26177099,http://tytatswk.edu.hk,NOT APPLICABLE
540560000113,Kindergartens,TSING YI TRADE ASSOCIATION TIN SHUI WAI KINDERGARTEN,KINDERGARTEN NO 3 AT 3/F ANCILLARY FACILITIES BLOCK TIN YUET ESTATE TIN SHUI WAI NEW TERRITORIES,114.00057386,22.46236342,818122.4,835885.8,CO-ED,WHOLE DAY,YUEN LONG,PRIVATE,KINDERGARTEN,21499333,26177099,http://tytatswk.edu.hk,NOT APPLICABLE
325368000111,Kindergartens,ST. MARGARET MARY'S CATHOLIC KINDERGARTEN,3/F - 4/F ST MARGARET CHURCH CATHOLIC CENTRE 2A BROADWOOD ROAD HAPPY VALLEY HONG KONG,114.18417574,22.2743263,837020.5,815052.8,CO-ED,A.M.,WAN CHAI,PRIVATE,KINDERGARTEN,25769824,28818422,http://www.stmkg.edu.hk,CATHOLICISM
216216000113,Kindergartens,KOREAN INTERNATIONAL SCHOOL,55 LEI KING ROAD SAI WAN HO HONG KONG (IL 8802),114.22269675,22.28529131,840990.2,816267.7,CO-ED,WHOLE DAY,EASTERN,PRIVATE,KINDERGARTEN,25695500,25605699,http://www.kis.edu.hk,NOT APPLICABLE
325368000112,Kindergartens,ST. MARGARET MARY'S CATHOLIC KINDERGARTEN,3/F - 4/F ST MARGARET CHURCH CATHOLIC CENTRE 2A BROADWOOD ROAD HAPPY VALLEY HONG KONG,114.18406707,22.27435069,837009.3,815055.5,CO-ED,P.M.,WAN CHAI,PRIVATE,KINDERGARTEN,25769824,28818422,http://www.stmkg.edu.hk,CATHOLICISM
594130000113,Kindergartens,THE HONG KONG FEDERATION OF YOUTH GROUPS KK CHENG KINDERGARTEN,SHOP 1 CHOI SHING HOUSE CHOI TAK ESTATE 8 CHOI HING ROAD NGAU TAU KOK KOWLOON,114.21328136,22.33028147,840018.7,821249.4,CO-ED,WHOLE DAY,KWUN TONG,PRIVATE,KINDERGARTEN,23852622,23853326,https://kkc.hkfyg.org.hk,NOT APPLICABLE
590053000111,Kindergartens,ST. PAUL'S CHURCH KINDERGARTEN (NORTH POINT),SHOP UG2 UG/F COMMERCIAL PODIUM HOME WORLD PROVIDENT CENTRE 21-53 WHARF ROAD NORTH POINT HONG KONG,114.1965397,22.29230617,838294.5,817043.9,CO-ED,A.M.,EASTERN,PRIVATE,KINDERGARTEN,25260546,25260006,http://www.stpaulchurchkg.edu.hk,PROTESTANTISM / CHRISTIANITY
213969000112,Kindergartens,THINK INTERNATIONAL SCHOOL,G/F-1/F 117 BOUNDARY STREET KOWLOON,114.17714517,22.32720072,836295.9,820907.8,CO-ED,P.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN,23383949,23383153,http://www.think.edu.hk,NOT APPLICABLE
540560000111,Kindergartens,TSING YI TRADE ASSOCIATION TIN SHUI WAI KINDERGARTEN,KINDERGARTEN NO 3 AT 3/F ANCILLARY FACILITIES BLOCK TIN YUET ESTATE TIN SHUI WAI NEW TERRITORIES,114.0005797,22.46235891,818123.0,835885.3,CO-ED,A.M.,YUEN LONG,PRIVATE,KINDERGARTEN,21499333,26177099,http://tytatswk.edu.hk,NOT APPLICABLE
