,Document_No,number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class,sentiment
481,481,3091,9/7/2022 15:52,@sophiadahl1 Guess what. Tucker reported Monkey Pox has been worked on at Wuhan recently. Gain of function again. Can you believe that S---?,Twitter Web App,FALSE,FALSE,LETS DOOO IT!!,13/5/2017 18:02,0,0,0,0,184,141,7310,0,"Los Angeles, CA",1,1,negative
482,482,3096,9/7/2022 15:54,"@Pukurepubcanno1 @dnwlkr @Booker4KY China is responsible for many viruses over the past 70 yrs. COVID was intentional &amp; now they R are experimenting with Monkeypox. 7 killer viruses that emerged in China and ravaged the world."" Jul 06, 2020 · The Asian Flu (1957) The pandemic, with its roots in China...,"" Contd.",Twitter Web App,FALSE,FALSE,Northeastern Graduate with honors,30/3/2015 14:53,0,0,0,0,12,71,6328,0,"Maine, USA",1,1,positive
483,483,3099,9/7/2022 15:54,@terminalyill3st CDC Recommends a booster every 3 years for protection against smallpox. Not sure any recommendations about efficacy of previous smallpox vaccination against monkeypox have been made.  So I'd stay away from the bathhouses for awhile.,Twitter for iPhone,FALSE,FALSE,National security. Current events. Iced Coffee Tweets do not reflect my views or the views of my employer,2/2/2010 18:53,0,0,1,0,196,558,5741,0,None,1,1,negative
484,484,3102,9/7/2022 15:55,"@HuddlestonJs @Madisontx76 It'll be Monkeypox this time, even though the overwhelming majority of cases are between men having anal sex with other men.",Twitter for iPad,FALSE,FALSE,"Married to Dave, proud Mom of 3, AF Mom, Mimi to 4 Grandboys, animal lover/rescuer, Dallas Cowboys fan, AF Falcons fan for life, conservative, Christian.",12/10/2011 06:36,0,0,0,0,4236,3156,126891,7,Texas,1,1,positive
485,485,3107,9/7/2022 15:56,"@mindgomes Covid is back They found an extremely easy spreading « variant »(think they call it BA 5 something) and « hospitals again.. blah blah) In Europe. Governments already organise the 4 or 5th jab session for September ADD to it, Monkeypox vax NOW. Rinse, repeat.",Twitter Web App,FALSE,FALSE,Mysteriously Unnamed  LiberteTonNom Under fascist assault,28/1/2022 19:56,0,0,1,0,161,208,9113,1,None,1,1,positive
486,486,3111,9/7/2022 15:56,@Scott_Wiener @MattHaneySF Why Monkeypox and HIV are prevalent in gay community? Actually started from there.,Twitter for iPhone,FALSE,FALSE,None,22/9/2019 03:39,0,0,0,0,248,475,5401,3,None,1,1,positive
487,487,3120,9/7/2022 15:59,Monkeypox is real y'all… if you are into raw or just with multiple partners just try to hold back or just abstain. The numbers are going up rapidly especially in our community. Just be safe y'all because it's highly contagious.,Twitter for iPhone,FALSE,TRUE,"To thine own self be true..never try to fit in..If u r going to be an eagle you cant hang with the chickens..I'm a good fren, a lover of life n gd ppl.. :red_heart:Nippy",9/3/2011 20:03,9,1,6,0,2665,1156,225956,7,The world is my playground,1,1,positive
488,488,3122,9/7/2022 15:59,A man who caught monkeypox says it has been 'one of the most painful and miserable experiences of my life.' Here's a timeline of his infection. _URL_ ramping up the fear so we can have another fraud election just in time for November. we ain't buying it.,Twitter Web App,FALSE,FALSE,None,30/11/2021 13:39,0,0,0,0,0,0,66,0,None,1,1,negative
489,489,3125,9/7/2022 16:00,Relax! The Wuhan lab is now more focused on Monkeypox. They surely will find a solution for so many people as possible. _URL_,Twitter for iPhone,FALSE,FALSE,"spesialist i pediatri (pediatrician). Go the extra mile, It's never crowded",5/9/2009 21:19,0,0,3,0,468,1158,3382,3,None,1,1,positive
490,490,3139,9/7/2022 16:01,@ZubyMusic Is monkeypox season over? I missed it? Dang.  Well better luck next plandemic everybody!,Twitter for Android,FALSE,FALSE,"I'm special, but not the I wear hockey equipment, and I'm not on a team special.",26/4/2022 22:33,0,0,3,0,4,54,401,0,"Arizona, USA",1,1,positive
491,491,3141,9/7/2022 16:01,"@jsolomonReports It has been said that Monkey POX has been engineered for ""gain of function"" ability at none other than Fauci's investment lab in Wuhan China.",Twitter Web App,FALSE,FALSE,Opinions come from my own freethinking mind. #2000mules,15/8/2015 04:18,0,0,0,0,63,281,25113,1,"Pennsylvania, USA",1,1,negative
492,492,3144,9/7/2022 16:02,"@TheFactMann @YouTube U better start reading &amp; educate yourself 4 what's coming: ""Why life-threatening viruses always come out of China, Shiv Sena ... ""China's recent history of deadly epidemics - Medical Xpress."" ""7 killer viruses that emerged in China &amp; ravaged the world"" Now Monkeypox &amp; Fentanyl!",Twitter Web App,FALSE,FALSE,Northeastern Graduate with honors,30/3/2015 14:53,0,1,0,0,12,71,6328,0,"Maine, USA",1,1,positive
493,493,3156,9/7/2022 16:06,"So was ""monkey pox"" an STD??:thinking_face:",Twitter for iPhone,FALSE,FALSE,Spine surgery connoisseur. America First :United_States:. 2A. Deep thinker.,18/4/2021 11:45,0,0,0,0,2458,3619,18549,0,"Long island, New York",1,1,negative
494,494,3157,9/7/2022 16:06,"@toadmeister Makes perfect sense as the useless dangerous covid experimental jabs destroy peoples immune system and they get covid, and monkey pox and aids etc and are filling up our hospitals and mortuaries",Twitter for Android,FALSE,FALSE,There never was a pandemic If there had been a pandemic millions of people in the UK would have died. Ignore all lockdowns and all restrictions,29/9/2017 04:54,1,0,2,0,247,193,6509,1,East Sussex UK,1,1,negative
495,495,3172,9/7/2022 16:09,"@RyanRallyOh It's a busted flush, #moneypox it's why you see them ramping up the fear around covid again",Twitter for iPhone,FALSE,FALSE,Just a grey human with grey opinions.,28/5/2020 10:39,0,0,1,0,84,129,6182,1,None,1,1,neutral
496,496,3174,9/7/2022 16:09,Check out this episode!  :police_car_light:FOLLOW/SHARE THE TRUTH!:police_car_light: Cash App - $TruthHero Venmo - @TruthHero #Truth #TheUncensoredTruth #WakeUp #OpenYourEyes #ConspiracyTruth #Covid #Covid19 #coronavirus #NWO #TheGreatReset #TGR #NewWorldOrder #Monkeypox  _URL_,Twitter for iPhone,FALSE,FALSE,The first amendment is dead. We have a right to know what's really going on. We have a right to know the #TRUTH,4/2/2021 14:34,0,1,0,0,42,63,418,1,Black Hills SoDak,1,1,neutral
497,497,3175,9/7/2022 16:09,"@LisaMarieBoothe They will throw in monkey pox, covid,and any other diseases Fauci can influence te people to scare them.",Twitter for Android,FALSE,FALSE,None,2/2/2010 00:34,0,0,0,0,6,36,182,0,None,1,1,negative
498,498,3176,9/7/2022 16:09,"@TimRunsHisMouth It's just as much a scam as global warming, or climate change, Covid, monkey pox, they hyper focus on one thing popular and do another, take in billions then distract long enough to funnel it back to themselves, and while we bitch, they're getting away with murder…literally. :pouting_face:",Twitter for iPhone,FALSE,FALSE,"Liberal Irritant. :United_States: :Canada: Proud US Patriot. Right is Right, Wrong is Wrong, Anti Rhino & Anti Democrat. NO DM's from Africa and Not here for dating..Piss Off!",28/4/2022 12:15,1,1,2,0,1890,3771,2505,0,"Orlando, FL",1,1,positive
499,499,3188,9/7/2022 16:12,"@ZubyMusic ""International simulation in 2021 'predicted' current monkeypox outbreak"" Mainstream is actually reporting things more honestly this time around.  _URL_",Twitter Web App,FALSE,FALSE,"Question everything, including Covid. Time to wakeup and take back our health, lives, and the world. #JustSayNo #HoldTheLine #HearThisWell",2/4/2021 23:04,0,0,0,0,939,2790,15203,8,None,1,1,positive
500,500,3189,9/7/2022 16:12,"@FoxNews It's not yet time for the monkey pox scam to go into full swing, we still have months before midterms.",Twitter for Android,FALSE,FALSE,None,10/10/2021 15:26,0,0,0,0,174,34,5275,1,None,1,1,positive
501,501,3192,9/7/2022 16:12,"@KirstenHalpin What's rather interesting about this is that as we speak, China is conducting experiments involving monkeypox _URL_",Twitter for Android,FALSE,FALSE,Life is too short to spend it sick. There is a typical pharmaceutical approach and a holistic approach. Have you tried the latter?,3/4/2020 23:28,0,0,1,0,604,646,65360,1,Super ULTRA MAGA Country,1,1,positive
502,502,3199,9/7/2022 16:14,@NatGeo Wuhan Institute of Virology is coincidently working with the monkey pox virus right before the outbreak same as they did just prior to coronavirus. Clearly not linked and just coincidental though. Wink wink. :winking_face:,Twitter for Android,FALSE,FALSE,None,15/4/2022 02:22,0,0,2,0,14,345,1218,0,None,1,1,positive
503,503,3206,9/7/2022 16:15,@realJamesIrwin @RelocationBoss Who's vilifying anyone? Monkeypox is very easy to avoid. Just don't be gay.,Twitter for iPhone,FALSE,FALSE,None,26/4/2022 01:47,0,1,0,0,35,82,3346,0,"Orange County, CA",1,1,positive
504,504,3207,9/7/2022 16:15,"@FinallyFreeUSA @ohnoanyw Injection injuries. There is NO ""monkeypox"".",Twitter Web App,FALSE,FALSE,"Back again. Third account. Censorship is out of control. Left Los Angeles, CA for Central America in 2020. C19 is a fraud.",27/6/2022 12:19,0,1,2,0,2191,561,1652,7,Central America,1,1,neutral
505,505,3212,9/7/2022 16:17,"@covid_parent Wait , what? They're still on Covid scamdemic in Canada? Wow ! It's monkeypox season now, please tell them that.",Twitter for iPhone,FALSE,FALSE,"remember when you following the MASS, sometimes the M is silent. think for yourself, use common sense, specially when things don't add up. Be logical !",27/4/2022 04:23,0,0,0,0,19,82,267,0,None,1,1,positive
506,506,3218,9/7/2022 16:18,"@Pellaeon112 @CouchGnome @karengeier @zoenone0none @prisonculture Do you seriously believe that we have discovered only now, despite it existing for many years, that monkeypox spreads exclusively through anal sex?",Twitter for Android,FALSE,FALSE,she/her - tech stuff?,15/7/2016 14:04,0,1,1,0,104,387,312,0,"New York, USA",1,1,positive
507,507,3221,9/7/2022 16:18,i think monkeypox backfired on bill gates,Twitter for iPhone,FALSE,TRUE,Strength & Beauty • Imperialist Monarchist • Average BAP enjoyer,27/2/2021 23:34,0,0,3,0,2585,2416,16876,6,WB Tropical Imperium,1,1,neutral
508,508,3224,9/7/2022 16:19,@Marita9999 @Ashworth101 A Modified Monkeypox pandemic has started. Covid zero is likely a viral fire drill for worse things to come. Over here people are either taking 4 shots of poison or don't believe in fire anymore. The CCP is going to attack Taiwan soon and probably has world domination aspirations,Twitter Web App,FALSE,FALSE,Raised by lesbians in the 80s living in a misogynist world. Yet I would vote for the Conservatives and Republicans today because the CCP is our #1 enemy,22/4/2022 07:13,0,0,0,0,60,243,2241,0,None,1,1,negative
509,509,3234,9/7/2022 16:21,I remember when a fella could go down the road to the old gay bath and only catch a little aids or somethin now we got this here monkey pox stuff...times are a changin _URL_,Twitter for Android,FALSE,FALSE,CA NATIV SON,19/1/2021 04:30,0,2,26,0,2906,1831,17978,12,Yacht/Mansion,1,1,positive
510,510,3236,9/7/2022 16:21,"China is out to get us. ""7 killer viruses that emerged N China &amp; ravaged the world"" _URL_ ""Why Do New Disease Outbreaks Always Seem 2 Start N China? _URL_ China will spark ANOTHER pandemic even worse than Covid - MONKEYPOX! READ ABOUT IT.",Twitter Web App,FALSE,FALSE,Northeastern Graduate with honors,30/3/2015 14:53,0,0,1,0,12,71,6328,0,"Maine, USA",1,1,negative
511,511,3244,9/7/2022 16:24,"China's attempts to destroy America seem to be working. ""Evidence Links Wuhan Lab to Monkeypox Experiments."" _URL_ Wuhan lab CREATED coronaviruses '10,000-times stronger than usual' AND they are sending Fentanyl to the U.S. via Mexico &amp; Biden is all in on it.",Twitter Web App,FALSE,FALSE,Northeastern Graduate with honors,30/3/2015 14:53,0,0,1,0,12,71,6328,0,"Maine, USA",1,1,negative
512,512,3245,9/7/2022 16:24,"Because MonkeyPox wasn't Scary Enough, now there Sending out Ninjas to Get You!!! These Maniacs just won't give up!!! _URL_",Twitter for Android,FALSE,FALSE,"Constitutional Conservative, MAGA, America First, #1A #2A, I Don't Play Nice & Tell it Like I see it.",5/6/2022 14:31,0,0,0,0,356,505,3640,1,Nowhere USA,1,1,negative
513,513,3249,9/7/2022 16:25,@Hans0mbarbarian is monkeypox lethal? like it'll kill you?  or is it just super embarrassing bc everybody knows u caught it from gay sex,Twitter for iPhone,FALSE,TRUE,"Appalachian tech salesman, based tennis coach, & CLO (Chief Lindy Officer)",10/6/2009 03:02,0,1,1,0,1093,844,48705,3,Appalachistan,1,1,positive
514,514,3251,9/7/2022 16:25,So… we already have a vaccine and the only two entities the knew about #Monkeypox was the NIH and the #Simpsons years ago :face_with_monocle::thinking_face:,Twitter for iPhone,FALSE,TRUE,DJ Jamez || Music Producer || Jordan Shoe collector || Sports Card Collector || Yankees || Mariners || Broncos,16/4/2017 20:57,0,0,0,0,145,224,1374,1,"Auburn, WA",1,1,neutral
515,515,3256,9/7/2022 16:26,Monkeypox being passed around by people having multiple anonymous sexual partners over just a few days and the rest of us are to freak out? :face_with_rolling_eyes: _URL_,Twitter for Android,FALSE,FALSE,"Patriot. [Redacted] 1000/24th very stable genius and, like, really smart. [Redacted] Hereby ordering. All the best words. Great and unmatched wisdom. #ExGOP",19/7/2016 21:44,0,0,1,0,894,2535,61910,14,"California, USA",1,1,positive
516,516,3270,9/7/2022 16:30,"@backtolife_2023 @MailOnline Only ever outbreaks of Monkeypox has been Africa, last being in 1958. That was until Fauci imported infected Monkeys in 2003, &amp; somehow there was a small outbreak. HOW did the monkeypox get to the US, when it's only centralized to Sub Saharan Africa? And there is constant War!!!",Twitter Web App,FALSE,TRUE,What's next for me to become a Candidate FOR??? Not gonna quit the road I'm going down! I will keep fighting and fighting for all of us.,16/3/2022 08:07,0,0,1,0,88,260,1865,0,Ontario,1,1,negative
517,517,3275,9/7/2022 16:31,@ApparentlyHails @HJoyceGender Oh a few of LGBA have used the homophobic reporting of monkey pox to say that people shouldn't have gay sex.. I'm thinking they are gonna go further,Twitter for Android,FALSE,FALSE,"They/them Non-binary- gender fluid Queer- if you don't like that, get used to it. Autistic and Epileptic  Synesthesia CSA survivor",14/5/2020 22:14,0,0,2,0,675,1143,22744,12,Pasty land,1,1,positive
518,518,3279,9/7/2022 16:32,@CDCgov @CDCDirector @POTUS @CAPublicHealth @GavinNewsom @lapublichealth @WeAreLAHealth @LASchools anyone paying attention. #CovidIsNotOver #COVIDisAirborne #MonkeyPoxisAirbourne #MonkeyPox _URL_,Twitter for iPhone,FALSE,FALSE,Local Communista in capitalism detox. #M4A #30HRWorkWeek #4DayWorkWeek #UBI #ZeroCOVID #N95 #LandBack #AntiImperialist Perspectives/info shared. They/We/Ours,17/2/2020 15:48,0,0,1,0,240,1742,39343,1,Our Mother's House,1,1,neutral
519,519,3286,9/7/2022 16:34,"New York Times: ""The U.S. May Be Losing the Fight Against Monkeypox"" tfw no fifteen-day anal sex moratorium to crush the curve _URL_",Twitter Web App,FALSE,TRUE,"""Science denialist"" -Chelsea Clinton; ""Covid denying conspiracy platform"" -lockdown bot; ""One of Twitter's biggest COVID nincompoops"" -JayMan",2/10/2019 14:05,28,16,223,11,35875,1050,20050,202,Deutschland,1,1,positive
520,520,3307,9/7/2022 16:38,"@DuffieldIvan Bullshit it is all due to the useless experimental covid jabs and boosters destroying people's immune systems and giving them covid, blood clots, aids, monkey pox etc",Twitter for Android,FALSE,FALSE,There never was a pandemic If there had been a pandemic millions of people in the UK would have died. Ignore all lockdowns and all restrictions,29/9/2017 04:54,0,0,0,0,247,193,6509,1,East Sussex UK,1,1,negative
521,521,3309,9/7/2022 16:39,"@William91520642 @jglankford17 same thing with monkey pox. Only men sleeping with other men catch it. Someone was injected with it either without their knowledge or volunteered for a clinical trial. They want all gay, trans men to get the monkey pox jab which in turn will affect other men they sleep with later",Twitter for iPhone,FALSE,FALSE,Truth Seeker :folded_hands_light_skin_tone: TBIYTC :red_heart: Habs :smiling_face_with_heart-eyes: rebuilding acct :frog:,1/5/2022 04:09,1,1,1,0,4452,3813,14016,9,"Montréal, Québec",1,1,positive
522,522,3311,9/7/2022 16:39,"@JZ74047687 @Sundevil891 Long covid, monkeypox...all cover stories for the injection damage.",Twitter Web App,FALSE,FALSE,"Back again. Third account. Censorship is out of control. Left Los Angeles, CA for Central America in 2020. C19 is a fraud.",27/6/2022 12:19,1,0,2,0,2191,561,1652,7,Central America,1,1,negative
523,523,3314,9/7/2022 16:39,The monkey Pox is a scam.,Twitter for Android,FALSE,FALSE,Owned by my cat O'Malley.,26/11/2015 19:14,0,0,1,0,5117,2970,188607,37,"St Petersburg, FL",1,1,negative
524,524,3322,9/7/2022 16:40,"Fresh Covid outbreaks put tens of millions under lockdown in China - CNBC #China releasing strains of #COVID , #Monkeypox etc to continue as norm  to hurt the West . _URL_",Twitter for iPhone,FALSE,FALSE,Jan 6 2021 was a #DomesticTerroristAttack #Treason by 45 #Christofascism is U.S. Threat #Love #StrongerTogether #Blue #Resist #American,10/11/2021 15:34,1,0,0,0,981,2648,7782,4,None,1,1,positive
525,525,3325,9/7/2022 16:42,Monkeypox is basically an STD at this point. Here's why. _URL_,Twitter Web App,FALSE,FALSE,"RTs endorse tweets/authors along w any associated transgressions/failings, however absurd, for all of time, future or past, irrevocably.",11/4/2011 18:20,0,0,1,0,1270,1612,111876,20,San Diego,1,1,neutral
526,526,3327,9/7/2022 16:42,":face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: ""tfw no fifteen-day anal sex moratorium to crush the curve."" #MonkeyPox _URL_ _URL_ _URL_",Twitter for iPhone,FALSE,TRUE,Poet. Voice Artist. Ex-Navy Submariner. _URL_,24/6/2018 11:20,0,1,2,0,2019,800,54796,50,Anastasia Beaverhausen's Head,1,1,neutral
527,527,3329,9/7/2022 16:42,"@nypost @clips_tea Oh by the way, AIDS was created when gay men fucked monkeys. Apparently they haven't learned from the first time. And also monkeypox never killed anyone, just like Covid, so there's nothing to worry about.",Twitter for iPhone,FALSE,FALSE,"FUCK :Ukraine: AND :syringe:! IF YOU'RE IN FAVOR OF ONE, THE OTHER OR BOTH, YOU ARE LITERALLY A PEDO! ITS ALL ABOUT :Russia: AND :United_States: OVER HERE, BABY!",1/6/2022 20:14,0,0,0,0,11,63,434,0,None,1,1,positive
528,528,3330,9/7/2022 16:43,"@nypost That distorted type of behavior has penalties first it was AIDS Now monkeypox it's not natural, for a man to cornhole another man that behavior should be wiped from the face of the earth",Twitter for iPhone,FALSE,FALSE,"Good at my profession, it's always important to me. Great sarcastic sense of humor, I'm not politically correct, I see it for what it is",17/4/2022 17:01,0,0,0,0,3,20,542,0,None,1,1,positive
529,529,3332,9/7/2022 16:43,"For the aficionados of COVID, Monkey Pox and other assorted forms of pestilence/bioweapons... _URL_",Twitter for Android,FALSE,FALSE,#MAGA,18/1/2021 04:03,1,0,1,0,3330,3199,14382,0,FL,1,1,negative
530,530,3348,9/7/2022 16:45,07/ here is an example of health officials downplaying monkeypox. this article also covers the origins of the current outbreak. even @DrEricDing agrees that this thing is airborne : ) _URL_ _URL_,Twitter Web App,FALSE,TRUE,it's 2020 two and there's a new pandemic in town #monkeypox - follow official $MPOX account @MonkeyPoxBSC,22/5/2022 16:30,0,1,2,0,71,13,1109,0,a town near you,1,1,positive
531,531,3349,9/7/2022 16:45,@schwab_mr @Theontopofus @laurenboebert The military gave their soldiers monkeypox infections with needles. They told them at the time it was a new form of vaccination. It was just monkeypox.,Twitter Web App,FALSE,FALSE,I like to learn.,9/12/2021 00:01,0,0,0,0,8,61,2468,0,None,1,1,positive
532,532,3362,9/7/2022 16:49,@ReefSixtyNine69 I'm waiting to see how the Obiden regime is going to twist this Monkeypox STD into a cause for mail-in voting again.,Twitter for Android,FALSE,TRUE,"CONservative USAF veteran. Anti-Obama, anti-liberal,Tea Party. Don't play well with Libs or Commies. #IStandWithIsrael #haction #sentinel Messianic JEWish Rabbi",9/12/2013 00:25,0,0,1,0,27765,21561,203997,108,"Jacksonville, FL",1,1,neutral
533,533,3368,9/7/2022 16:50,"Let's really call monkeypox what it is!!! Keep your pants on for two weeks, just two weeks. It's spread by sex, got it? It's a fact. Be responsible for your behavior.  Opinion | Let's call monkeypox what it is: A pandemic _URL_",Twitter for Android,FALSE,FALSE,"Proud veteran, living in the best state in the nation with the best governor. Florida!! Say it like it is or shut up!!",14/6/2022 18:36,1,1,0,0,336,684,1797,0,"Florida, USA",1,1,positive
534,534,3382,9/7/2022 16:53,Monkeypox is an STD _URL_,Twitter for Android,FALSE,FALSE,"Writer & Communicator in pursuit of truth, facts and justice. Interests: opinion, news, history, government & politics, sports.  No DMs.",27/9/2016 03:13,0,0,0,0,1566,4999,4354,2,"South Carolina, USA",1,1,neutral
535,535,3383,9/7/2022 16:53,"I guess the ""monkey pox "" scare tactic didn't work so now its the  NINJA variant _URL_",Twitter Web App,FALSE,FALSE,Just a regular joe,25/6/2021 20:24,0,0,1,0,207,482,9040,1,None,1,1,negative
536,536,3400,9/7/2022 16:58,"Well at least @Maricopahealth is implying monkeypox is airborne b/c they say you should wear a mask. Better than the CDC. But you can also get it from clothing and soiled sheets. So. Are shared/communal couches, chairs, and bed spreads in public, docs offices, and hotels safe? _URL_",Twitter Web App,FALSE,FALSE,"This is the official Twitter page for Author, Caroline Mendes, and her novel, Drenched! Opinions own.",10/9/2016 01:35,0,0,0,0,86,178,2608,0,None,1,1,positive
537,537,3409,9/7/2022 17:00,"No one is talking about how monkeypox is being transmitted by gays, just like HIV/AIDS.  Already memoryholed.  Good job @USMiniTru",Twitter Web App,FALSE,FALSE,professional shitposter,26/4/2022 03:23,0,0,0,0,43,48,988,1,None,1,1,positive
538,538,3435,9/7/2022 17:02,HAHA the Hill you've really crashed spewing out this Monkeypox crap in swing states :rolling_on_the_floor_laughing: we can see right through this :face_with_tears_of_joy: _URL_,Twitter for iPhone,FALSE,FALSE,Conservative Californian (we really do exist :face_with_tears_of_joy:)  Truth Social: Scully17  America First :United_States:,6/5/2021 20:49,0,0,1,0,443,800,12093,3,"California, USA",1,1,negative
539,539,3443,9/7/2022 17:04,"@MonicaGandhi9 Doctor Gandhi, can you please give us some info about the possibility of monkeypox being airborne? Is it just more fear mongering on the part of some Twitter docs?",Twitter for Android,FALSE,FALSE,he/his/him,22/7/2008 22:56,0,1,0,0,133,378,17182,2,"Chelsea, MA",1,1,positive
540,540,3447,9/7/2022 17:04,"France urges monkeypox jab for sex workers _URL_ # Another FN vaccine, to put more crap in your body, they just keep introducing wild shit into the population..",Twitter for iPad,FALSE,FALSE,None,23/4/2018 02:24,0,0,1,0,26,72,787,0,st catharines,1,1,negative
541,541,3448,9/7/2022 17:04,"@gabbystern @DrEricDing @WHO The world can also benefit from a frank &amp; broader discussion about the possible links between shingles &amp; COVID vaccines, as well as shingles being misdiagnosed as 'monkey pox.' You recall the PCR tests greatly exaggerated the number of COVID + cases, not 1st rodeo. #cdnpoli _URL_",Twitter for iPhone,FALSE,FALSE,None,7/10/2021 19:41,0,0,0,0,202,1030,21402,0,None,1,1,negative
542,542,3464,9/7/2022 17:07,"@BryBrightside @ParentMishmash Maybe send him this? Monkeypox Can Be Airborne, Too _URL_",Twitter for Android,FALSE,FALSE,"Retired data geek following savvy science, medical reality, verified facts & beauty in all its forms. Namaste :folded_hands:",12/3/2020 23:04,0,1,1,0,149,472,2806,1,"New Mexico, USA",1,1,neutral
543,543,3466,9/7/2022 17:08,@nypost These people will force vax and masks mandates on us and shut down society but they can't restrain themselves from going to bathhouses and having gay sex with dudes infected with monkeypox.,Twitter for Android,FALSE,FALSE,None,29/4/2022 02:09,0,0,1,0,21,46,336,0,None,1,1,positive
544,544,3482,9/7/2022 17:11,"This is all I hear whenever the media tries to terrorize us with new ""variants"". Guess that whole gay men monkeypox thing didn't work out. _URL_ _URL_",Twitter Web App,FALSE,FALSE,INFJ. God's daughter. Gamer. Writer. Patriot. Animal lover. Shieldmaiden. Forever wandering. My profile pic changes constantly.  NerdGirl1 #TruthSocial,5/10/2021 15:43,0,0,0,0,1551,1948,25590,2,None,1,1,positive
545,545,3488,9/7/2022 17:11,Two reasons for celibacy: -Monkeypox  -Super Gonorrhea,Twitter for iPhone,FALSE,FALSE,CashApp: $carmencomics,5/8/2021 23:59,6,6,85,1,37978,536,8399,130,The Land of Findom.,1,1,positive
546,546,3489,9/7/2022 17:11,"""Gay or bisexual men who have multiple sexual partners in two weeks are being offered doses of the vaccine against monkeypox"" Stop having gay sex AIDS HIV Monkeypox  _URL_",Twitter for iPhone,FALSE,TRUE,"#OurLadyofAkita The work of the devil will infiltrate even into the Church in such a way that one will see cardinals opposing cardinals, bishops against bishops",18/1/2021 14:16,0,0,0,0,138,432,7547,1,None,1,1,positive
547,547,3495,9/7/2022 17:12,@theadvocatebr Monkey Pox has always been around to some extent. They tried to make it the next thing but people are done with their BS. There is no next thing.,Twitter Web App,FALSE,FALSE,"Middle class woman. She, her, y'all, hey you, all y'all, you guys. Retired from home health. Business owner. Seem to know more than Fauci, WHO and CDC!",5/6/2017 22:27,0,0,0,0,61,79,3307,0,"BizarroWorld, USA",1,1,negative
548,548,3496,9/7/2022 17:12,@PMGPSC @envirorealism Back to covid variants since monkeypox didn't create the panic media was hoping for.,Twitter for Android,FALSE,FALSE,"Retired firefighter/paramedic IAFF(Ret'd), exercise is key to good mental health, workout addict, self def instructor, camaro owner #TrudeauWorstPMEver :syringe::syringe::prohibited:",23/1/2012 02:04,3,2,12,0,3289,4994,70831,13,"Central Okanagan, British Colu",1,1,neutral
549,549,3500,9/7/2022 17:14,"@RexChapman Maybe we trun away obese patients suffering heart diease or smokers with lung disease too, also monkeypox cases since spread seems to be linked to unprotected sex",Twitter for Android,FALSE,FALSE,"God, Faith, Family, Friends :red_heart:",16/12/2019 23:24,0,0,0,0,380,1117,9158,0,None,1,1,neutral
550,550,3508,9/7/2022 17:16,Covid 19 vaccines causes nerve problems and many other things like monkey pox because after your second booster your immune system shut down. _URL_,Twitter Web App,FALSE,FALSE,SSU/SDE,18/2/2022 16:08,0,1,2,0,593,955,46774,8,None,1,1,positive
551,551,3522,9/7/2022 17:18,"So a gay guy in Dallas goes to a bath house ,gives monkey pox to several men ,hmmm media should be all over this ,it's butt pox lgbtq generated, better quarantine that population",Twitter for Android,FALSE,FALSE,"just a normal hard working man living life in beautiful kalispel Montana, gods country",20/8/2021 21:33,0,0,0,0,223,349,1944,0,None,1,1,positive
552,552,3523,9/7/2022 17:18,@Scott_Wiener @MattHaneySF Won't condoms control monkeypox?,Twitter for Android,FALSE,FALSE,a fourth gen SF given over to become the collateral damage of social engineering and experimentation in a petri dish school district of leftist ideology,30/7/2018 18:11,0,0,0,0,11,32,822,0,"San Francisco, CA",1,1,neutral
553,553,3536,9/7/2022 17:21,@AbigailJordynnn Saying it was anything but what it was… A test run much like covid 2019 and monkey pox 2021,Twitter Web App,FALSE,FALSE,"Conservative grandmother, believes in Personal Responsibility, Sovereignty, Free Speech, Sick and Tired of WOKE BS.. FREE CANADA:Canada: My opinions are my own..",5/2/2022 13:44,0,0,0,0,204,314,5493,0,None,1,1,positive
554,554,3540,9/7/2022 17:23,"@sailorrooscout Chise, what's all this talk I see on Twitter about monkeypox being possibly airborne? Starting to worry we're gonna be back to mask mandates forever and ever soon.",Twitter for Android,FALSE,FALSE,he/his/him,22/7/2008 22:56,0,0,0,0,133,378,17182,2,"Chelsea, MA",1,1,neutral
555,555,3544,9/7/2022 17:24,"Faggots in the Bay Area please hold for 1 fucking month to stop monkey pox in its tracks, nothing more kinky or bdsm than denying yourself for 1 fucking month. Please and thank you. :heart_on_fire::ogre::nail_polish:",Twitter for iPhone,FALSE,FALSE,Two Spirit Artist. :artist_palette::man_singer_medium_skin_tone::framed_picture:,25/2/2022 19:39,0,0,0,0,61,182,471,0,"Ohio, USA",1,1,negative
556,556,3549,9/7/2022 17:25,"@seattletimes ""run"" makes it seem like its going away. It's not. Did you know the Wuhan lab is now manipulating the Monkey Pox virus?",Twitter Web App,FALSE,FALSE,:yin_yang::popcorn::face_with_tears_of_joy: I try to stay in the center. If you're mad at me you've probably gone too far. Plus I'm probably just joking so relax and have a great day.,26/4/2022 23:11,0,1,0,0,12,68,619,0,"Seattle, WA",1,1,negative
